517,364,1665,1843,517,529,4083,3078,912,3315,3695,2355,4382,2426,2732,4382,1419,2843,979,3468,440,3349,3144,479,1937,1794,4382,2453,92,3968,2012,4382,946,2849,946,3315,2543,529,1247	0
628,965,4382,3201,3315,1794,2141,1860,3860,517,2652,1411,3898,1541,517,504,1466,4045,1200,1095,3235,92,859,2125,1378,3421,2453,1114,2888,1531,2830,1114,2888,1531,2830,2830,1114,2888,1531,1114,2888,1794,2830,3425,2888,1531,1114,2888,2830,3425,2888,1794,3207,1114,2888,1531,2830,1114,2888,1794,3207,3425,2888,1531,2830,2830,1114,2888,1794,3057,3673,3811,1026,1531,3207,1114,2888,1794,1610,1931,3811,1026,4382,859,2333,3235,3802,92,1681,151,1794,4315,1531,1681,151,92,1794,4315,1531,92,859,2830,1681,151,1794,4315,1531,92,2569,39,1967,2185,1440,4168,4168,617,2453,1794,4315,3371,3201,1301,868,1362,3201,1759,4228,92,1378,3421,2453,1095,1378,3371,3421,3371,2453,1362,529,831,1620,2083	0
341,1665,4373,943,2780,1912,934,4017,4494,3144,4030,3349,1665,934,1114,809,910,3324,1794,4382,1255,4440,2492,3890,2693,4382,4252,2371,4288,4045,838,561,3371,1810,4326,2453,2780,1974,1665,934,1114,809,910,4382,110,1912,3421,139,3107,4315,3456,4067,1038,2897,1494,2742,4045,4032,3490,3371,3371,3371,1114,809,4104,1665,2949,2141,628,186,3608,628,186,4382,3261,692,3695,3936,2569,1492,1362,1362,1362,1981,2799,628,471,3969,3069,1619,4382,2675,1665,2069,2469,2706,2251,2251	0
1819,2573,2708,2097,2878,2437,1713,1493,1487,4353,1971,2038,1553,2139,1487,2425,1667,1916,2163,4382,1492,2573,2708,226,394,1794,2108,186,179,4382,2573,2708,1487,3466,4104,1732,3002,3594,1818,4104,1794,1233,951,3390,4262,910,3910,2510,1759,2310,3371,1492,586,3317,1142,2652,2125,1665,4438,3222,48,1179,3317,2868,4382,3375,1559,3844,1243,3002,2097,2878,1233,2635,951,4023,3290,1794,2437,1713,1493,1487,4353,4382,3878,2780,1818,3970,2716,2573,2708,3371	1
2326,1599,4277,1665,414,875,198,4382,331,1631,601,4328,1912,995,1169,1599,3235,995,3056,4382,2426,3144,2303,2303,3517,3517,1794,4168,717,390,414,1599,1600,174,2087,3693,1794,872,4104,4382,1575,3693,1794,2087,1399,2058,1599,2569,681,1794,1976,353,4382,1665,1836,2177,2675,3846,4382,3832,2564,4252,1466,473,2836,2780,4132,179,1794,3386,174,4382,2298,179,115,1484,3029,3315,4119,3544,831,427,427,2083	1
2436,1184,1788,3180,3180,4017,89,1452,3970,2108,1719,4045,2563,3958,3087,3329,1794,1332,910,3594,390,910,4382,2946,4110,1952,4137,2563,3329,3085,1860,1073,4228,1788,3180,3180,2333,4019,2003,2125,1731,2305,4382,1970,3033,339,1665,934,1448,4250,4382,1732,2868,2417,1665,934,3386,2298,1362	1
1912,4315,868,4382,1665,2952,946,4045,621,717,895,895	0
1819,1361,1616,1361,1605,2676,4121,1608,2675,226,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,3033,3153,2285,494,3324,2868,2417,3531,3033,339,3096,3029,4045,4440,2443,1971,1796,1038,2508,2026,1466,2313,3622,1332,2372,3468,2868,2417,1794,4059,4494,4382,94,3144,2569,2635,1843,1794,4017,3371,529	1
595,2038,1569,2888,3811,3968,2012,2343,2122,1834,2094,4382,1569,526,2837,4105,3968,2012,2452,340,2802,3531,96,394,3327,1665,394,2442,4315,4382,1060,2502,4339,2569,3324,557,3536,1905,394,2442,4315,4382,2825,2780,685,2472,3665,1817,3266,3611,952,1484,3536,1825,394,2442,4315,4382,2545,2289,4440,2443,1264,3844,1192,3679,3536,2726,394,2442,4315,4382,3740,4095,4440,2443,2469,2706,494,3536,4277,394,2442,4315,4382,3007,2545,179,2569,2545,2289,3536,1650,394,2442,4315,4382,3605,147,3662,2725,3665,3536,3654,394,2442,4315,4382,4205,147,2479,2209,1516,2682,3536,592,394,2442,4315,4382,494,3029,3349,696,1023,4045,3536,96,394,2442,4315,4382,2233,946,2859,411,3147,281,3254,831,80,2083	1
475,2164,1361,1616,3728,4121,3843,3737,2676,4121,4382,1361,1616,3335,1584,2676,4121,2437,4121,4382,1607,3460,1806,2437,4121,238,2145,1585,545,1806,179,1585,1713,4440,4382,475,2164,1361,1616,3728,4121,1361,2856,1605,1369,2676,4184,473,2930,1794,762,2275,3843,3737,2676,4121,3371,1361,1616,3843,3737,2676,4121,2868,4382,2949,1796,272,3472,4121,1531,1409,174,272,2437,4121,3371,1361,1616,3335,1584,2676,4121,2437,4121,3371,475,2164,1607,3460,2372,1759,1361,2856,1605,1369,2676,4184,473,2930,1794,762,2275,3843,3737,2676,4121,1806,2437,4121,4382,1607,3460,3767,4487,3479,1023,1693,4121,4382,1607,3460,3335,1584,2676,4121,2437,4121,4382,2205,2437,4121,1492,2949,3665,310,1023,1707,1364,3933,897,3767,4261,3371,3962,1044,272,1585,2205,4121,1531,4168,2838,272,1693,4121,1531,2949,1796,272,1806,4121,1531,1160,2832,272,3728,4121,1531,2298,791,272,3728,4121,1531,475,2832,1044,3472,4121,1531,3917,528,272,1585,4121,1531,3978,773,272,1585,4121,1531,1409,174,272,1585,4121,1531,1239,4132,1044,2437,4121,1531,3276,1263,272,2437,4121,3371,3207,946,3970,2856,2676,4121,1806,4121,1531,1616,984,1585,4121,4382,3261,3970,2856,2676,4121,1585,4121,3371,1607,3460,1484,281,2437,1585,3911,344,3260,1467,4059,4494,4382,2802,2310,3531,3962,1044,2205,3911,4382,1160,2832,1531,1239,4132,1531,4168,2838,1531,2949,1796,1531,2298,791,1531,475,2832,1380,2437,3911,3371,1361,1616,3761,1250,2676,4121,3874,4121,4382,3962,1044,272,3472,4121,1531,1409,174,272,1585,4121,3371,3207,946,3761,1250,2676,4121,1585,2437,4121,4382,3962,1044,272,1693,4121,1531,4168,2838,272,3874,4121,1531,1409,174,272,3874,4121,1531,2298,791,272,2437,4121,1531,475,2832,1044,2437,4121,3371,1108,2830,4382,1607,3460,1073,1993,2780,2565,3377,2722,962,2425,1585,2205,2205,1693,4315,4382,334,1777,1720,310,3653,4339,1230,2437,3874,3874,3874,4315,4382,4019,3302,2437,2437,2437,3728,4315,3622,1492,2722,2836,310,3653,4339,1230,3371,4063,2425,2437,4382,2699,3518,3518,4382,1114,1467,4382,3874,3728,3110,4382,2949,1796,272,1160,1796,4322,4315,3371,3594,1585,545,3472,179,3843,3737,1794,2699,3518,3518,681,1364,1686,3738,2417,2817,2835,3371,2437,545,1585,2437,179,3479,3207,145,4486,1531,145,1341,1531,3489,555,1899,1369,4382,1492,3870,4087,1364,783,1706,3767,4261,3371,1585,545,3728,179,3843,2949,3531,2565,3377,2722,962,2425,2125,1160,1796,4322,341,1665,4315,3766,1023,971,3568,3552,3844,4404,128,3394,762,3844,2275,1467,2356,218,4382,1255,179,3873,696,2105,1023,3933,897,3767,4261,4382,1585,545,1806,179,3843,3737,3531,1361,2856,1605,1369,2676,4184,473,2930,1794,762,2275,3371,1108,2830,4382,1492,1160,1796,4322,341,1665,4315,3766,310,1023,696,1023,3933,897,3767,4261,4382,2676,4494,1409,2977,3371,4063,2425,1585,4382,599,3518,3518,4382,1114,1467,4382,1585,1693,3110,4382,2949,1796,272,1160,1796,4322,4315,3371,3594,1585,545,3472,179,3843,3737,1794,2699,3518,3518,681,1364,1686,3738,2417,2817,2835,3371,2437,545,1585,3728,179,3479,3207,189,1341,1531,1836,4486,4382,1492,3870,4087,1364,783,1706,3767,4261,3371,1585,545,3728,179,3843,2949,3531,2565,3377,2722,962,2425,2125,1160,1796,4322,341,1665,4315,3766,1023,971,3568,3552,3844,4404,128,3394,762,3844,2275,1467,2356,218,4382,1255,179,3873,696,2105,1023,3933,897,3767,4261,4382,1585,545,1806,179,3843,3737,3531,1361,2856,1605,1369,2676,4184,473,2930,1794,762,2275,3371,1108,2830,4382,1492,1160,1796,4322,341,1665,4315,3766,310,1023,696,1023,3933,897,3767,4261,4382,2676,4494,1409,2977,3371,4063,2425,3472,4382,3086,3518,3518,4382,1114,1467,4382,3472,4049,3110,4382,2949,1796,272,1160,1796,4322,4315,3371,3594,1585,545,3472,179,3843,3737,1794,2699,3518,3518,681,1364,1686,3738,2417,2817,2835,3371,2437,545,1585,2437,179,3479,3207,1484,2725,1531,1836,4486,1531,145,3844,2569,4147,4382,1492,3870,4087,1364,783,1706,3767,4261,3371,1585,545,3728,179,3843,2949,3531,2565,3377,2722,962,2425,2125,1160,1796,4322,341,1665,4315,3766,1023,971,3568,3552,3844,4404,128,3394,762,3844,2275,1467,2356,218,4382,1255,179,3873,696,2105,1023,3933,897,3767,4261,4382,1585,545,1806,179,3843,3737,3531,1361,2856,1605,1369,2676,4184,473,2930,1794,762,2275,3371,1108,2830,4382,1492,1160,1796,4322,341,1665,4315,3766,310,1023,696,1023,3933,897,3767,4261,4382,2676,4494,1409,2977,3371,4063,2425,3728,4382,1285,3518,4382,3425,1467,4382,1585,1693,3110,4382,1409,174,272,4242,965,4322,4315,4382,3207,4230,696,1409,174,272,323,2767,272,3371,2437,545,1585,2205,179,2145,3472,2437,179,2635,4373,3594,1897,342,3843,3737,2676,4121,3114,1585,545,3472,179,3843,3737,1560,2565,3377,2722,962,2425,344,3329,4382,2437,545,3472,1713,179,3479,3207,1484,2725,1899,1369,4382,2437,545,3472,2437,179,2780,323,2767,272,341,1665,4315,3766,310,1023,4252,3737,2125,3933,897,3767,4261,4382,44,1078,3611,447,3568,1585,545,1806,179,3843,3737,3531,1361,2856,1605,1369,2676,4184,473,2930,1794,762,2275,3371,1108,2830,4382,1492,323,2767,272,341,1665,4315,3766,310,1023,696,1023,3933,897,3767,4261,4382,2676,4494,3531,3970,2856,3371,3335,1584,2437,4121,4382,2298,3518,3518,4382,1114,1467,4382,4049,1585,3110,4382,3962,1044,272,2398,1967,413,4315,4382,2437,545,1585,3874,179,1492,3962,1044,272,762,2573,310,1023,3933,897,3767,4261,4382,2437,545,1585,1806,179,3843,3737,3531,1361,2856,1605,1369,2676,4184,473,2930,1794,762,2275,2676,4121,3371,44,2285,494,1050,3870,2635,4373,3329,3737,3767,4261,4382,4422,1456,4007,1146,3416,1467,762,2275,1531,3056,2319,4423,1531,3175,2096,2857,1144,1899,1531,3822,2446,1899,3722,1110,2676,4382,1781,4164,4300,2875,80,118,1531,186,555,80,118,1531,201,1777,3710,1358,789,3724,1270,4382,2676,4494,1707,1364,1467,984,3970,4382,1184,1585,545,2205,179,1585,2437,4440,1713,1713,2802,3335,1584,3371,3497,4063,2425,2968,2026,334,3558,655,1553,1361,2856,1605,1369,2676,4184,473,2930,1794,762,2275,4063,2425,2968,2026,3936,1185,3740,4095,4166,1339,3114,2007,1364,1560,1667,3996,126,3936,1185,3371,3497,4063,2425,3531,3962,1044,272,3870,316,344,3260,1467,2676,4121,1794,3843,3737,4063,2425,2113,1665,3371	1
517,1665,1232,2635,1062,3208,517,529,1576,2868,2417,4315,4017,3844,1531,1299,375,4333,1221,3329,1531,2600,3767,35,2053,1358,1862,3085,681,2401,2949,4382,1576,2868,2417,2810,2897,2379,1093,2107,2897,331,1419,3996,556,1585,1713,2437,3472,2096,4049,545,1585,2205,1493,1860,1951,4382,2426,859,3676,1364,1665,1232,2635,1062,3208,4382,1732,2426,859,3029,2780,2600,1228,3844,399,2543,2582,1794,2604,581,4382,3870,316,2868,1794,4105,1062,340,3203,3311,1484,281,1175,1794,3065,3251,4382,1232,946,1139,2545,1528,698,3355,1665,3425,1038,4382,1912,94,3695,1617,2868,967,3056,4045,92,2417,1114,1467,1794,4067,3032,4382,612,859,4382,3002,1115,2426,1466,713,2044,3479,3207,4105,4327,81,399,340,3207,1026	0
1175,3870,3349,3159,3468,3620,1559,1826,4007,2569,1793,1897,1862,3235,3421,780,2869,3180,3399,4382,2010,4315,946,1022,1398,1794,1665,1332,94,946,2543,1078,1794,1974,1665,1332,4382,3531,4045,2682,3119,4007,2569,3329,1862,3207,3479,1115,3371,1665,2675,3144,1665,2069,2523,3828,1059,2523,3828,2523,128,1327,2682,3119,3252,1794,1419,2843,4382,2569,2116,3201,3811,3981,3620,1826,3144,4029,4045,1777,3349,88,1169,3201,1466,3167,3315,2453,1665,2675,4382,3529,984,264,1146,1794,4045,1777,1665,2675,3620,1559,1826,4382,4045,1777,2010,4315,895,895,895,4123,3469,108,3371,3325,264,1843,416,3968,2012,4343,529,895,895,895,529,529,3563,2978,2978,2694,2547,4355,4355,2978,895,3681,1677,4355,1402,4128,128,2694,1713,1535,2205,529,529,3114,2802,4247,4087,529,350,416,3968,2012,3740,4470,1560	1
1819,3126,2508,3327,3203,2836,3208,1941,529,3126,3688,4023,2157,2239,3832,2897,2233,3873,2505,3180,3859,2467,2333,934,4315,1492,3126,1068,3240,831,3156,4399,2083,1971,2038,3126,3688,4023,2897,361,3281,2289,3341,2169,2981,3114,4447,2518,2859,2859,1535,1542,1677,529,8,411,1778,1542,2833,529,2523,1677,3500,3730,1708,3106,1542,2978,1535,3730,1677,529,4491,1778,411,1677,3681,2499,1560,3990,2289,4382,3126,3688,4023,2016,3840,4137,3329,3114,526,4137,1023,1560,3622,1492,3911,2656,1665,2956,2897,4365,4382,1052,507,3144,3203,3311,2505,3180,3811,3126,3688,4023,3676,1364,3208,1941,4382,3126,3688,4023,3002,946,1139,2233,3873,2505,3180,3859,2467,2333,934,4315,1492,3126,1068,3240,3371,3563,2978,2978,2694,2547,4355,4355,2978,895,3681,1677,4355,4049,1059,3732,4447,3472,1806,4040	1
2447,1860,2032,3023,4382,946,3964,1184,3968,2012,1531,2510,3890,1531,4077,3828,4077,3722,2981,3329,2063,2508,2026,711,3184,626,1769,1794,2096,2536,2442,4315,4382,3425,1114,2569,1207,4382,3653,1318,2569,1207,4382,1046,2479,2510,3890,1608,753,4382,3075,1897,3794,4382,3329,4328,743,743,128,4382,946,4078,1167,2523,3732,1327,4491,4382,1466,3156,3941,984,1145,4382,946,1541,2989,3355,2710,4382,414,2379,3392,2467,2447,65,1665,3468,4030,416,4382,946,2508,2026,1531,743,4447,1531,2135,1759,1531,2379,2582,3679,1860,1484,44,4111,2425,4388,3631,4382,472,2825,556,4388,3371,1373,2023,984,2105,92,4104,4382,1665,3911,2023,2722,2508,2026,3240,2467,1794,3862,1115,1362,4123,4254,3281,586,4315	1
1819,3740,3281,3844,4029,3167,2946,3208,601,2786,2627,1841,81,89,1971,2038,1361,323,2981,2372,3468,4382,3740,3281,3844,3266,2582,4382,2157,2239,2780,2627,1841,81,89,2426,1466,1970,986,3468,3844,3768,1841,3503,1622,4119,1115,3972,1175,4423,555,4382,201,3281,2116,4042,2986,272,4438,2116,4042,3936,1184,2437,4049,179,4462,3594,1825,3870,889,2016,1569,3859,2467,201,557,1234,3341,4382,2141,216,3859,2467,1967,2185,1569,3883,4494,19,4382,3264,2643,4302,3636,4382,4008,958,4050,90,3768,1841,3503,1622,3622,1299,561,1364,3371,4105,2946,3208,601,2786,1184,2897,3695,2038,4382,201,557,1952,4137,2569,3144,2946,3208,1467,1794,3371,340,3563,2978,2978,2694,2547,4355,4355,2978,895,3681,1677,4355,1402,2799,743,3728,4128,1778,3728	1
1175,3870,2114,2054,4449,4123,2373,186,4382,2114,2054,4449,4440,2185,3355,2675,2054,4449,2116,1078,1332,3259,3844,1794,2098,627,2943,4382,1481,1115,2098,627,2943,946,2955,4297,868,1362,720,1802,1744,1864,2667,627,2379,834,627,4382,3085,2802,3728,1933,2547,2667,1531,834,1531,2563,1531,4106,3371,529,2667,627,2547,3907,4168,1231,529,834,627,2547,4168,1231,3747,1706,2192,529,2563,627,2547,4168,1231,3747,2063,3653,4030,2802,529,4106,627,2547,3907,2063,3653,529,2417,1052,1794,2022,2360,2054,4449,4230,1231,1175,2635,3144,2063,3653,1794,4382,529,529,3201,3159,3468,859,2125,3203,2842,1744,1864,1362	0
944,4168,2675,198,1860,1951,4382,1264,272,3056,3386,3950,189,1264,3844,3860,1147,4382,795,1913,4162,4263,2569,3503,3702,1264,4119,2543,681,3936,33,4382,1860,207,4440,1527,201,557,33,3874,1713,242,4382,719,1850,3711,33,1585,1713,1713,4382,3982,1086,2786,207,33,2437,1713,1713,4382,1810,4168,529,3911,4462,1650,3665,4205,2145,2171,147,1905,3665,4382,3531,1260,2205,1713,4168,4382,1264,2417,357,2839,3260,2868,3568,3936,2316,1913,4382,1665,44,3568,277,4382,1665,361,29,2878,1650,934,545,4382,4277,2096,1052,2569,3029,2157,1881,3371,276,545,2437,1713,1531,1585,1713,1531,3472,1713,179,1576,342,4119,2305,529,4382,276,545,3472,1531,1806,1531,2437,3472,1531,2437,1806,1531,1585,3472,179,364,4277,1531,1650,1576,272,447,3568,895	0
3344,3688,390,2442,1044,1794,1811,1542,1708,3681,3730,2174,1484,281,4045,1665,89,473,4315,1794,4017,89,3327,1665,1060,3361,1528,1707,561,4167,4382,1665,3231,3519,2302,583,3052,3911,4045,771,3361,1794,3340,698,4382,1795,1411,1794,4230,3766,943,1843,3519,2302,1794,1751,3838,4382,1554,394,1175,1751,4382,3479,1115,1665,2453,4382,1481,1115,3519,2302,4104,3622,1359,1599,3361,3361,1491,3702,1264,4067,4119,2835,4382,1818,4104,369,1995,2372,2839,4382,757,4045,3002,1411,2437,3874,934,628,4440,3361,3361,110,3990,1606,4315,1221,3435,3479,4007,3594,3574,4315,1731,344,3371,473,789,1795,1411,1794,4230,3766,477,2675,1912,1665,3917,473,4315,1794,655,131,3371,831,186,2083,3114,547,951,1560	0
1819,3201,39,3355,2927,3731,3310,581,179,586,1200,1095,1971,3201,92,1912,2683,2096,3531,2417,1052,1794,3627,413,305,4045,2569,645,3371,2170,2453,2780,4382,4404,3828,3828,4300,2703,4339,1122,2668,2563,3958,3087,305,4385,4382,1118,581,179,586,3371,3235,3421,4382,3203,3311,92,4104,1794,1730,901,2285,494,2668,3201,3023,305,4382,3310,581,179,586,3371,3201,39,3355,1777,3378,1200,1095,3531,75,3421,2569,1095,3531,75,3421,2141,1095	1
364,1665,526,198,4382,3222,2417,334,44,1967,1682,4045,3594,3481,4067,912,1531,1036,2661,1531,2897,2417,1531,2080,2560,3810,2379,2448,3508,1794,4452,1745,3371,720,2116,1158,1851,2569,3144,341,1665,934,3676,3636,4452,1745,1207,3208,1794,2505,2735,2417,3870,4382,3165,3698,1371,2475,3964,1599,3222,2417,3449,4042,3959,3592,951,2600,1449,1794,2437,4049,1713,2094,1175,952,1586,3371,529	1
2838,1523,3114,2205,545,2437,1713,179,1794,1642,4050,1260,1560,3557,15,2597,4045,3114,1806,545,1585,2437,179,1560,4382,3016,15,2597,2125,1732,946,1642,4050,1260,3114,2310,1047,4382,3144,3531,2838,1523,1260,2443,1484,281,1794,4017,4494,4328,901,2125,3936,4042,1560,3165,3201,612,44,1318,1794,628,1596,4301,3058,2145,3144,4105,1481,586,3002,2141,3029,2780,1794,15,3311,3754,1231,1527,2838,774,1531,1942,3990,3202,4009,340,3349,2569,3329,1186,3201,2298,2298,443,2836,1531,2354,3052,3371,276,934,4315,3349,946,2272,3832,3012,4030,4095,2467,1794,3340,698,4382,3165,1060,2141,3201,402,555,4045,1531,3167,3315,4045,3371,2569,3329,1970,3201,4105,2569,2333,1938,340,3371,4462,3702,3371	1
3557,2169,1362,3078,1257,1361,1605,762,2275,3843,3737,2676,4121,1616,2145,2437,1713,1713,1806,3874,4121,3078,1257,3153,281,3844,1255,4067,4440,2443,2437,1585,179,3341,2372,1243,4382,2326,3846,1665,4168,4382,3078,1257,1361,1616,2437,1713,1806,3874,4121,1361,1605,762,2275,3843,3737,2676,4121,4382,1607,3460,3843,3737,2437,1713,1713,1806,3874,4121,4382,1607,3460,3335,1584,2676,4121,2442,3728,1585,1693,4121,3371,529	1
1819,1680,2523,1059,1971,2675,3260,2144,1759,787,578,4387,1147,2849,529,3863,956,3676,1492,3144,4291,2198,4045,831,2279,2279,2083,1820,3029,3763,3763,3292,2326,201,4045,1250,4067,831,186,2083,529,3399,1260,472,331,4168	1
1819,2398,2116,2510,2868,3608,4169,1665,4315,2209,1971,1585,1713,2437,3472,2096,1806,545,1585,2205,179,4326,526,4049,3665,1585,1713,2802,1754,3262,3371,2726,3602,342,2442,1044,3704,3571,946,1665,934,3870,316,141,4422,1794,2437,1806,3110,1492,1181,3653,281,3371,2837,529,4087,4091,1492,995,526,792,1794,125,995,3416,1888,2780,3108,526,1115,4392,4382,443,2780,2398,2116,397,1527,4382,3960,2780,310,1023,2627,771,3695,3994,3335,1584,4382,3165,1108,2830,3990,2289,110,732,1156,3371,529,2007,2775,3622,4297,2842,1492,1095,2447,4042,2842,1492,1095,529,1362	0
1665,1060,695,4149,1995,1995,701,696,3091,3002,110,4105,3254,2643,4149,1413,340,1794,109,109,3371,831,4473,4260,1290,1332,2083,3235,3802,3156,4149,1413,1794,1732,268,186,1200,1095,3114,952,1560	0
1905,545,3958,592,1493,2675,198,529,2316,2822,2868,3653,1665,621,681,3653,2569,1290,3653,1181,529,4087,69,2820,1706,2820,867,3653,1181,1665,800,723,3653,881,3371,3698,4017,334,110,2868,3278,3056,2094,3970,1104,3371,1912,3421,2635,2096,1115,529,2820,3653,1181,1794,186,39,3463,1184,110,2442,4030,4045,1362,1362	0
1819,2453,2453,4315,3870,1794,2996,1905,1358,1971,3033,339,2707,3704,2996,3314,1179,951,1201,3733,1794,1114,2022,4382,1264,389,2233,946,1665,934,331,1631,1794,621,172,4382,2233,946,1860,2974,323,2119,207,4382,2233,946,1888,4043,2532,180,3086,3086,4382,2233,946,2290,469,1794,3783,2351,4382,1060,946,331,4096,3203,3386,1282,1794,4292,773,4382,3315,3622,1794,1129,1114,4382,556,2569,2747,1022,4087,4091,3021,946,1794,1665,3377,1362	0
517,2365,1806,3828,1693,1606,2452,2144,2839,517,2038,350,2318,628,1039,2547,4105,1042,4453,1794,714,4260,473,334,44,2780,4045,3342,1299,1452,3970,1794,4067,2611,4045,4382,1505,910,2379,125,3546,1175,1802,3335,1584,4382,1810,4168,2675,1145,2495,2825,3335,3546,4382,3775,2973,3349,2675,1115,4045,4382,189,1399,3349,2820,4045,1362,2569,3159,3468,526,3519,4019,1818,413,4322,1378,3969,4382,978,3460,3399,2569,2780,2172,3846,4382,1175,3870,4248,3704,2185,3355,1362,340,1974,2038,350,1042,4453,3401,3803,2699,1628,2547,4105,1411,1260,3843,3676,946,2722,2780,2635,3911,3951,1250,1078,3459,4382,4067,3665,3086,3983,4453,2868,1531,1038,1749,1066,1531,2868,3278,2667,4067,3722,3936,3371,340,831,80,2083	0
